Entity,Code,Year,Pigs,Cattle,Sheep,Turkeys,Chickens,Goat
"China, Taiwan Province of",,1986,10529594,15624,,1383000,155917000,21069
"China, Taiwan Province of",,1987,11295604,16270,,1111000,174400000,21276
"China, Taiwan Province of",,1988,11020942,21502,,920000,193018000,27931
"China, Taiwan Province of",,1989,11078268,21463,,899000,215940000,33167
"China, Taiwan Province of",,1990,12121873,20931,,758000,226556000,24155
"China, Taiwan Province of",,1991,13525987,19892,,636000,233971000,25542
"China, Taiwan Province of",,1992,13310000,20829,,543000,257666000,34449
"China, Taiwan Province of",,1993,13225000,21565,,521000,288243000,76814
"China, Taiwan Province of",,1994,13860000,22532,,458000,301914000,121881
"China, Taiwan Province of",,1995,14180000,28861,,415000,319820000,179591
"China, Taiwan Province of",,1996,14310000,28668,,398000,345509000,222060
"China, Taiwan Province of",,1997,11400000,28970,,429000,389966000,225781
"China, Taiwan Province of",,1998,9800000,25977,,432000,389524000,202721
"China, Taiwan Province of",,1999,8980000,25840,,488000,385563000,183869
"China, Taiwan Province of",,2000,9990000,24505,,500000,389770000,169365
"China, Taiwan Province of",,2001,10420000,25286,,464000,376196000,148658
"China, Taiwan Province of",,2002,10060000,26517,,392000,377522000,139815
"China, Taiwan Province of",,2003,9460000,27617,,369000,371420000,128851
"China, Taiwan Province of",,2004,9410000,25589,,391000,377960000,122533
"China, Taiwan Province of",,2005,9499457,28326,,398000,337632000,133017
"China, Taiwan Province of",,2006,9624662,26419,,353000,346153000,159060
"China, Taiwan Province of",,2007,9418921,25739,,358000,333504000,138807
"China, Taiwan Province of",,2008,8727229,26654,,333000,322182000,129192
"China, Taiwan Province of",,2009,8745585,28733,,273000,329151000,117161
"China, Taiwan Province of",,2010,8575777,30000,,273000,327244000,105575
"China, Taiwan Province of",,2011,8786528,29100,,315000,350120000,93769
"China, Taiwan Province of",,2012,8965036,29223,,348000,324521000,90129
"China, Taiwan Province of",,2013,8720858,31700,,324000,307487000,74499
"China, Taiwan Province of",,2014,8067477,32700,,311000,326298000,75846
"China, mainland",,1961,33000000,506000,5500000,,445000000,4500000
"China, mainland",,1962,43000000,690000,5500000,,460000000,4500000
"China, mainland",,1963,78000000,925000,6500000,,470000000,5500000
"China, mainland",,1964,105000000,1035000,7500000,,480000000,6500000
"China, mainland",,1965,121670000,1160000,8300000,,500000000,7400000
"China, mainland",,1966,131870000,1260000,9800000,,510000000,8800000
"China, mainland",,1967,133780000,1310000,10300000,,530000000,9000000
"China, mainland",,1968,131140000,1310000,10800000,,540000000,9000000
"China, mainland",,1969,126200000,1330000,11000000,,564000000,9100000
"China, mainland",,1970,125930000,1330000,11200000,,575000000,9200000
"China, mainland",,1971,147980000,1500000,12100000,,605000000,10700000
"China, mainland",,1972,165980000,1610000,13100000,,645000000,11600000
"China, mainland",,1973,166840000,1770000,14100000,,670000000,13100000
"China, mainland",,1974,162440000,1875000,14500000,,710000000,13500000
"China, mainland",,1975,162300000,1950000,15000000,,730000000,14300000
"China, mainland",,1976,166500000,1845000,14650000,,784000000,12800000
"China, mainland",,1977,167870000,1950000,15550000,,825000000,13300000
"China, mainland",,1978,161100000,1950000,16500000,,875000000,13800000
"China, mainland",,1979,187680000,2225000,19470000,,905000000,15965000
"China, mainland",,1980,198610000,2490000,23620000,,940000000,18800000
"China, mainland",,1981,194950000,2460000,24050000,,965000000,20700000
"China, mainland",,1982,200630000,2500000,24500000,,1010000000,23000000
"China, mainland",,1983,206614000,2660000,24900000,,1040000000,23000000
"China, mainland",,1984,220470000,3060000,25600000,,1068000000,24870000
"China, mainland",,1985,238752000,3450000,25600000,,1120000000,25210000
"China, mainland",,1986,257215008,4400000,27000000,,1280000000,25271008
"China, mainland",,1987,261770000,5200000,29400000,,1400000000,31129008
"China, mainland",,1988,272946000,5742000,34870000,,1697000000,33050000
"China, mainland",,1989,287327700,6534000,40816700,,1700000000,40000000
"China, mainland",,1990,303711808,7546000,44753700,,1849700000,44000000
"China, mainland",,1991,319101888,8730000,50143600,,2144000000,47167008
"China, mainland",,1992,337628992,9984000,53083700,,2380000000,50000000
"China, mainland",,1993,351761408,12276000,58310000,,3093000000,52720000
"China, mainland",,1994,377609408,15864300,63700000,,3407000000,55500000
"China, mainland",,1995,389572192,18344000,74690000,,4075000000,65500000
"China, mainland",,1996,387516000,20520000,74970000,,4150000000,63780000
"China, mainland",,1997,399119616,26297800,85555000,,5070000000,73900000
"China, mainland",,1998,427251392,29227150,86945000,,5382000000,85850000
"China, mainland",,1999,448761984,30600000,91704000,,5825000000,96500000
"China, mainland",,2000,466760800,32445000,101232000,,6190500000,96640000
"China, mainland",,2001,472374784,33168150,102900000,,6028500000,94840000
"China, mainland",,2002,483773152,34093800,113175000,,6221000000,92065000
"China, mainland",,2003,510505216,36467300,116890000,,6543000000,106000000
"China, mainland",,2004,518927808,37962000,119190000,,6500000000,122265000
"China, mainland",,2005,540232510,38548152,121622000,,6880000000,130800000
"China, mainland",,2006,559682820,39425000,129200000,,6834000000,130000000
"China, mainland",,2007,565083010,40525000,133550000,,7330000000,128000000
"China, mainland",,2008,591860990,41401000,130723000,,7800000000,131000000
"China, mainland",,2009,614400000,42930000,131000000,,8130000000,135000000
"China, mainland",,2010,666864000,44113000,133500000,,8430400000,144300000
"China, mainland",,2011,663620990,43627000,128000000,,8676596000,138615008
"China, mainland",,2012,697894980,44299000,129206000,,9251000000,141736000
"China, mainland",,2013,715569980,44917000,130000000,,9115400000,145868000
"China, mainland",,2014,735104000,45841500,135652000,,8725254000,153145000
Colombia,COL,1961,1284000,1874000,230000,,21199000,150000
Colombia,COL,1962,1235000,2065000,270000,,21311000,152000
Colombia,COL,1963,1226000,2143000,300000,,21424000,163000
Colombia,COL,1964,1124000,2228000,350000,,21537000,145000
Colombia,COL,1965,1100000,2242000,380000,,21649000,160000
Colombia,COL,1966,1112000,2072000,408000,,21762000,155000
Colombia,COL,1967,1245000,2052000,419000,,21875000,143000
Colombia,COL,1968,1180000,2151700,440000,,21987000,139000
Colombia,COL,1969,1140000,2226000,436000,,22100000,133000
Colombia,COL,1970,1180000,2387200,471000,,22213000,139000
Colombia,COL,1971,1216000,2624800,486000,,27827000,144000
Colombia,COL,1972,1232000,2470000,460000,,31366000,145000
Colombia,COL,1973,1426500,2436000,435000,,38933000,140000
Colombia,COL,1974,1418800,2383000,453000,,45646000,148000
Colombia,COL,1975,1677216,2686355,461000,,49429000,138000
Colombia,COL,1976,1521058,3059000,489000,,57484000,139000
Colombia,COL,1977,1527409,2937000,491700,,62733000,141100
Colombia,COL,1978,1765000,3100000,518750,,70788000,142000
Colombia,COL,1979,1564634,3300000,562000,,78965000,150000
Colombia,COL,1980,1545310,3206900,581200,,83359000,157800
Colombia,COL,1981,1622000,3391170,626000,,104850000,150000
Colombia,COL,1982,1550000,3200070,685000,,139890000,151000
Colombia,COL,1983,1695000,2983960,691000,,157209000,167000
Colombia,COL,1984,1759000,3157270,641255,,163429000,181105
Colombia,COL,1985,1803000,3204550,650000,,184315000,199099
Colombia,COL,1986,1873000,3135990,634375,,221750000,233000
Colombia,COL,1987,1873000,2994510,638800,,253837000,240000
Colombia,COL,1988,1974248,3228015,648000,,271622000,258482
Colombia,COL,1989,1969706,3581010,572022,,261300000,262323
Colombia,COL,1990,1960000,3883553,569993,,276629000,258598
Colombia,COL,1991,1901000,3654023,560997,,280059000,228420
Colombia,COL,1992,1933000,3114807,598828,,313666000,242736
Colombia,COL,1993,1527000,3119010,677587,,360308000,230456
Colombia,COL,1994,1659400,3350818,678000,,400626000,230000
Colombia,COL,1995,1578210,3523563,685000,,451305000,233000
Colombia,COL,1996,1569660,3663100,550000,,472380000,277000
Colombia,COL,1997,1300000,3783144,500000,,449501000,388500
Colombia,COL,1998,921543,3830000,420000,,491705000,399300
Colombia,COL,1999,1360000,3654000,398000,,535336000,401270
Colombia,COL,2000,1289445,3716700,478000,,562744000,425000
Colombia,COL,2001,1263550,3457780,475000,,595586000,410000
Colombia,COL,2002,1407633,3275960,430000,,649037000,398000
Colombia,COL,2003,1589997,3250380,434000,,678069000,398000
Colombia,COL,2004,1640000,3630000,418000,,709182000,398000
Colombia,COL,2005,1613000,3900000,403000,,762870000,399000
Colombia,COL,2006,1916416,3884882,387000,,849830000,399000
Colombia,COL,2007,2256252,3982005,371000,,922344000,399000
Colombia,COL,2008,2150000,4250000,356000,,1010659000,400000
Colombia,COL,2009,2197910,3825879,340000,,1019864000,400000
Colombia,COL,2010,2475718,3623662,324000,,1066943000,400000
Colombia,COL,2011,2718799,3900419,309000,,1074987000,401000
Colombia,COL,2012,4127954,4124658,293000,,524644000,401000
Colombia,COL,2013,4116755,4086036,277000,,601071000,401000
Colombia,COL,2014,4333417,3937870,262392,,641110000,401867
Comoros,COM,1961,,5790,950,,185000,29400
Comoros,COM,1962,,6450,975,,185000,29100
Comoros,COM,1963,,7095,1025,,190000,28500
Comoros,COM,1964,,7740,1075,,193000,28200
Comoros,COM,1965,,8400,1175,,195000,27900
Comoros,COM,1966,,10000,1300,,195000,27000
Comoros,COM,1967,,11000,1400,,200000,25200
Comoros,COM,1968,,11500,1400,,205000,24900
Comoros,COM,1969,,12000,1450,,210000,24600
Comoros,COM,1970,,12500,1500,,215000,24300
Comoros,COM,1971,,13000,1625,,222000,24300
Comoros,COM,1972,,13000,1750,,230000,24300
Comoros,COM,1973,,13000,1875,,238000,24300
Comoros,COM,1974,,13500,2000,,245000,24600
Comoros,COM,1975,,14000,2150,,255000,24600
Comoros,COM,1976,,14600,2250,,265000,26000
Comoros,COM,1977,,15200,1875,,270000,26000
Comoros,COM,1978,,15800,2000,,275000,27000
Comoros,COM,1979,,12400,2200,,280000,27000
Comoros,COM,1980,,12000,2375,,290000,27000
Comoros,COM,1981,,11600,2550,,350000,27500
Comoros,COM,1982,,11200,2750,,370000,28000
Comoros,COM,1983,,10800,2950,,410000,28830
Comoros,COM,1984,,10400,3125,,420000,29450
Comoros,COM,1985,,10000,3250,,430000,30380
Comoros,COM,1986,,9600,3250,,440000,32550
Comoros,COM,1987,,9250,3720,,470000,36200
Comoros,COM,1988,,9400,3950,,490000,37300
Comoros,COM,1989,,9500,4070,,500000,38380
Comoros,COM,1990,,8590,4300,,520000,35000
Comoros,COM,1991,,8820,4900,,537000,34000
Comoros,COM,1992,,9000,4900,,555000,34000
Comoros,COM,1993,,9200,4900,,572000,35000
Comoros,COM,1994,,9272,4900,,590000,35800
Comoros,COM,1995,,9140,4950,,580000,36000
Comoros,COM,1996,,9200,5050,,600000,36500
Comoros,COM,1997,,8200,5100,,600000,36900
Comoros,COM,1998,,8650,5150,,620000,43000
Comoros,COM,1999,,8800,5400,,630000,52000
Comoros,COM,2000,,9200,5500,,640000,35000
Comoros,COM,2001,,10000,5700,,650000,35000
Comoros,COM,2002,,11500,5700,,655000,35700
Comoros,COM,2003,,10000,5850,,700000,35200
Comoros,COM,2004,,11300,5850,,720000,35500
Comoros,COM,2005,,10000,6000,,700000,36300
Comoros,COM,2006,,11500,6100,,710000,37300
Comoros,COM,2007,,11200,6150,,680000,38000
Comoros,COM,2008,,11200,6100,,680000,38000
Comoros,COM,2009,,11300,5900,,670000,38000
Comoros,COM,2010,,11300,5900,,710000,38500
Comoros,COM,2011,,11300,5900,,720000,39000
Comoros,COM,2012,,11500,6000,,720000,39000
Comoros,COM,2013,,11500,6100,,720000,39000
Comoros,COM,2014,,11775,6137,,723000,38715
Congo,COG,1961,20800,1930,10000,,970000,16500
Congo,COG,1962,21600,2612,9750,,970000,16200
Congo,COG,1963,22400,3430,9500,,990000,15900
Congo,COG,1964,20000,3880,9250,,990000,15600
Congo,COG,1965,18400,3700,9000,,960000,15300
Congo,COG,1966,16800,4000,8750,,960000,15000
Congo,COG,1967,14400,5000,8750,,1100000,15000
Congo,COG,1968,20000,7400,8750,,1050000,16500
Congo,COG,1969,24000,7400,8750,,1060000,18000
Congo,COG,1970,29600,7600,8500,,1080000,19500
Congo,COG,1971,29600,6800,8250,,1230000,21000
Congo,COG,1972,29600,7000,8250,,1230000,22500
Congo,COG,1973,28800,7500,8250,,1400000,23500
Congo,COG,1974,28800,8500,9000,,1200000,25200
Congo,COG,1975,31700,9000,9400,,1500000,27600
Congo,COG,1976,35800,10500,11000,,2500000,29400
Congo,COG,1977,36700,10500,11400,,2600000,32200
Congo,COG,1978,38900,15000,13200,,2780000,35600
Congo,COG,1979,28000,15000,14000,,2730000,39000
Congo,COG,1980,21100,13500,12000,,3400000,47800
Congo,COG,1981,17600,14000,16500,,4540000,50400
Congo,COG,1982,19300,15000,17000,,4600000,53400
Congo,COG,1983,19900,15700,17500,,4680000,56600
Congo,COG,1984,24600,14900,21500,,4700000,60000
Congo,COG,1985,27800,13000,21500,,5000000,63600
Congo,COG,1986,35400,11400,27500,,5060000,67400
Congo,COG,1987,37900,10300,32000,,5100000,71500
Congo,COG,1988,39900,9750,35000,,5150000,75700
Congo,COG,1989,35500,8800,37000,,5200000,80300
Congo,COG,1990,36000,11000,45000,,5300000,83300
Congo,COG,1991,36800,8800,35500,,5300000,89300
Congo,COG,1992,37000,7800,36000,,5400000,88500
Congo,COG,1993,38000,8100,36500,,5500000,88800
Congo,COG,1994,39000,8300,36500,,5600000,89100
Congo,COG,1995,40000,8400,36500,,5700000,88800
Congo,COG,1996,41000,8600,36000,,5800000,88500
Congo,COG,1997,41500,9000,37000,,5800000,85800
Congo,COG,1998,42500,8600,37000,,5700000,84000
Congo,COG,1999,30250,10000,37000,,5800000,84000
Congo,COG,2000,31000,10400,33000,,5800000,84500
Congo,COG,2001,31350,10800,33000,,5800000,84500
Congo,COG,2002,32000,11000,34000,,5000000,87000
Congo,COG,2003,32500,12000,34000,,5200000,87000
Congo,COG,2004,33000,18000,34000,,5500000,87000
Congo,COG,2005,33600,24000,34200,,5650000,88000
Congo,COG,2006,34700,30000,34000,,5640000,88000
Congo,COG,2007,35600,35500,36500,,5690000,88000
Congo,COG,2008,38500,39000,40500,,5850000,90000
Congo,COG,2009,38640,36000,41000,,6000000,99000
Congo,COG,2010,39200,39500,43000,,6250000,100000
Congo,COG,2011,40000,41000,43500,,6500000,102000
Congo,COG,2012,40500,42000,44500,,6600000,103000
Congo,COG,2013,41000,42614,43936,,6700000,105000
Congo,COG,2014,41475,50854,42292,,6767000,106340
Cook Islands,COK,1961,5500,32,,,50000,585
Cook Islands,COK,1962,5600,33,,,50000,598
Cook Islands,COK,1963,5750,35,,,51000,610
Cook Islands,COK,1964,5500,36,,,52000,625
Cook Islands,COK,1965,7300,38,,,54000,635
Cook Islands,COK,1966,2400,91,,,56000,500
Cook Islands,COK,1967,4840,30,,,58000,500
Cook Islands,COK,1968,4840,32,,,60000,450
Cook Islands,COK,1969,4840,34,,,62000,400
Cook Islands,COK,1970,4840,36,,,65000,350
Cook Islands,COK,1971,4840,38,,,68000,1000
Cook Islands,COK,1972,3000,40,,,70000,250
Cook Islands,COK,1973,4000,41,,,72000,220
Cook Islands,COK,1974,7000,45,,,72000,500
Cook Islands,COK,1975,8000,50,,,74000,500
Cook Islands,COK,1976,14166,41,,,74000,550
Cook Islands,COK,1977,15500,50,,,75000,600
Cook Islands,COK,1978,15500,50,,,75000,600
Cook Islands,COK,1979,15500,40,,,76000,590
Cook Islands,COK,1980,15600,40,,,70000,580
Cook Islands,COK,1981,15700,40,,,65000,570
Cook Islands,COK,1982,16000,40,,,60000,560
Cook Islands,COK,1983,15950,40,,,55000,550
Cook Islands,COK,1984,16000,40,,,50000,540
Cook Islands,COK,1985,16000,40,,,45000,530
Cook Islands,COK,1986,16000,40,,,40000,520
Cook Islands,COK,1987,15000,40,,,30000,510
Cook Islands,COK,1988,14000,40,,,20000,500
Cook Islands,COK,1989,13000,35,,,20000,500
Cook Islands,COK,1990,12000,30,,,25000,550
Cook Islands,COK,1991,11000,25,,,25000,550
Cook Islands,COK,1992,9000,10,,,30000,1200
Cook Islands,COK,1993,12000,20,,,10000,400
Cook Islands,COK,1994,14000,39,,,15000,500
Cook Islands,COK,1995,16000,29,,,20000,500
Cook Islands,COK,1996,20000,19,,,90000,500
Cook Islands,COK,1997,21628,19,,,100000,500
Cook Islands,COK,1998,23420,97,,,100000,625
Cook Islands,COK,1999,19141,58,,,80000,475
Cook Islands,COK,2000,18761,58,,,60000,440
Cook Islands,COK,2001,17061,49,,,40000,500
Cook Islands,COK,2002,17129,29,,,40000,400
Cook Islands,COK,2003,17330,29,,,30000,300
Cook Islands,COK,2004,18330,19,,,18000,150
Cook Islands,COK,2005,18330,19,,,18000,150
Cook Islands,COK,2006,18330,19,,,18000,150
Cook Islands,COK,2007,18500,25,,,25000,155
Cook Islands,COK,2008,18500,25,,,25000,155
Cook Islands,COK,2009,18500,25,,,25000,155
Cook Islands,COK,2010,18500,32,,,25000,155
Cook Islands,COK,2011,18500,30,,,25000,155
Cook Islands,COK,2012,18500,27,,,25000,155
Cook Islands,COK,2013,18500,27,,,25000,155
Cook Islands,COK,2014,18500,26,,,25000,155
Costa Rica,CRI,1961,88215,135200,320,,1424000,450
Costa Rica,CRI,1962,85308,117900,330,,1591000,454
Costa Rica,CRI,1963,87962,153000,360,,1778000,420
Costa Rica,CRI,1964,83175,156800,420,,1997000,459
Costa Rica,CRI,1965,92136,145500,480,,2251000,462
Costa Rica,CRI,1966,93826,128685,540,,2296000,424
Costa Rica,CRI,1967,83224,151954,490,,2352000,351
Costa Rica,CRI,1968,79352,186305,495,,2396000,422
Costa Rica,CRI,1969,89491,197910,500,,2479000,414
Costa Rica,CRI,1970,118878,207252,510,,2492000,450
Costa Rica,CRI,1971,132108,229056,515,,2599000,450
Costa Rica,CRI,1972,118702,232445,520,,2596000,150
Costa Rica,CRI,1973,128027,246585,530,,2735000,450
Costa Rica,CRI,1974,129764,246585,535,,2804000,450
Costa Rica,CRI,1975,122319,315964,540,,2882000,450
Costa Rica,CRI,1976,134547,383385,545,,4922000,450
Costa Rica,CRI,1977,150558,381339,545,,4860000,450
Costa Rica,CRI,1978,149504,341378,550,,5100000,450
Costa Rica,CRI,1979,144800,393800,600,,7200000,450
Costa Rica,CRI,1980,139151,375000,650,,8620000,480
Costa Rica,CRI,1981,147577,380000,700,,10129000,500
Costa Rica,CRI,1982,174890,323440,750,,10053000,550
Costa Rica,CRI,1983,173479,335000,750,,15000000,600
Costa Rica,CRI,1984,155350,351220,750,,15200000,650
Costa Rica,CRI,1985,176617,464823,750,,14200000,650
Costa Rica,CRI,1986,147010,465836,750,,14150000,650
Costa Rica,CRI,1987,133510,488513,750,,16423000,650
Costa Rica,CRI,1988,199779,415408,750,,22000000,650
Costa Rica,CRI,1989,205659,412533,750,,29300000,650
Costa Rica,CRI,1990,198089,412892,750,,26912000,650
Costa Rica,CRI,1991,247346,465108,750,,29698000,650
Costa Rica,CRI,1992,274939,393163,750,,31074000,650
Costa Rica,CRI,1993,273064,434315,120,,33077000,650
Costa Rica,CRI,1994,307700,431600,750,,34000000,650
Costa Rica,CRI,1995,314890,439200,950,,38250000,650
Costa Rica,CRI,1996,268080,466904,750,,41500000,650
Costa Rica,CRI,1997,283000,412000,750,,39300000,650
Costa Rica,CRI,1998,330000,381000,750,,43660000,700
Costa Rica,CRI,1999,386016,385422,750,,49654000,850
Costa Rica,CRI,2000,410426,377009,750,,48824000,1025
Costa Rica,CRI,2001,476075,328926,750,,47200000,1260
Costa Rica,CRI,2002,480282,292620,780,,48500000,1400
Costa Rica,CRI,2003,477144,313512,800,,51800000,1500
Costa Rica,CRI,2004,505801,333902,800,,51800000,1500
Costa Rica,CRI,2005,520833,339005,800,,51800000,1500
Costa Rica,CRI,2006,543000,328596,800,,61400000,1500
Costa Rica,CRI,2007,640160,338241,850,,67000000,1500
Costa Rica,CRI,2008,669228,372901,850,,64600000,1600
Costa Rica,CRI,2009,661344,409242,900,,60938000,1600
Costa Rica,CRI,2010,614228,418463,900,,63727000,1580
Costa Rica,CRI,2011,683711,417607,950,,60757000,1600
Costa Rica,CRI,2012,717032,384190,1000,,62558000,1650
Costa Rica,CRI,2013,708838,369955,1000,,59684000,1650
Costa Rica,CRI,2014,748834,383459,1010,,60300000,1633
Cote d'Ivoire,CIV,1961,58950,109840,243000,,4500000,314000
Cote d'Ivoire,CIV,1962,59100,112016,250000,,4800000,330000
Cote d'Ivoire,CIV,1963,70350,119516,265000,,4850000,345000
Cote d'Ivoire,CIV,1964,79500,142200,278000,,5200000,370000
Cote d'Ivoire,CIV,1965,83700,149160,295000,,5300000,395000
Cote d'Ivoire,CIV,1966,90000,169000,324000,,5500000,410000
Cote d'Ivoire,CIV,1967,90150,205000,359000,,5600000,425000
Cote d'Ivoire,CIV,1968,126825,250000,395000,,5700000,430000
Cote d'Ivoire,CIV,1969,129750,268000,400000,,5750000,440000
Cote d'Ivoire,CIV,1970,132750,280000,420000,,6300000,465000
Cote d'Ivoire,CIV,1971,135000,305000,450000,,6500000,485000
Cote d'Ivoire,CIV,1972,142000,333000,490000,,7000000,540000
Cote d'Ivoire,CIV,1973,152000,275000,480000,,7700000,530000
Cote d'Ivoire,CIV,1974,163000,220000,485000,,8500000,540000
Cote d'Ivoire,CIV,1975,177000,200000,500000,,10600000,575000
Cote d'Ivoire,CIV,1976,193000,200000,460000,,13000000,520000
Cote d'Ivoire,CIV,1977,218000,230000,465000,,14300000,520000
Cote d'Ivoire,CIV,1978,237000,250000,540000,,17000000,530000
Cote d'Ivoire,CIV,1979,248000,280000,485000,,20000000,490000
Cote d'Ivoire,CIV,1980,252000,310000,475000,,21000000,470000
Cote d'Ivoire,CIV,1981,256000,312000,470000,,23000000,500000
Cote d'Ivoire,CIV,1982,258000,255000,430000,,22500000,440000
Cote d'Ivoire,CIV,1983,260000,308000,450000,,22000000,465000
Cote d'Ivoire,CIV,1984,262000,315000,430000,,22700000,440000
Cote d'Ivoire,CIV,1985,264000,310000,475000,,23200000,430000
Cote d'Ivoire,CIV,1986,266000,220000,455000,,26500000,420000
Cote d'Ivoire,CIV,1987,268000,205000,440000,,26000000,400000
Cote d'Ivoire,CIV,1988,274000,215000,430000,,26000000,410000
Cote d'Ivoire,CIV,1989,280000,225000,450000,,26500000,405000
Cote d'Ivoire,CIV,1990,288000,226591,458000,,26000000,395000
Cote d'Ivoire,CIV,1991,296000,238674,458000,,26000000,390000
Cote d'Ivoire,CIV,1992,304000,249464,460000,,26000000,390000
Cote d'Ivoire,CIV,1993,314000,249823,485000,,26500000,425000
Cote d'Ivoire,CIV,1994,324000,251353,490000,,26000000,430000
Cote d'Ivoire,CIV,1995,370000,270000,495000,,26000000,435000
Cote d'Ivoire,CIV,1996,220000,253800,500000,,25000000,445000
Cote d'Ivoire,CIV,1997,215000,285350,503000,,25000000,481495
Cote d'Ivoire,CIV,1998,172515,307715,505727,,23859000,324513
Cote d'Ivoire,CIV,1999,177964,297952,497032,,22556000,320875
Cote d'Ivoire,CIV,2000,183602,306850,482046,,22655000,313870
Cote d'Ivoire,CIV,2001,189720,299562,486059,,23478000,317117
Cote d'Ivoire,CIV,2002,193199,255893,458811,,23585000,303553
Cote d'Ivoire,CIV,2003,196749,242649,460047,,22923000,305348
Cote d'Ivoire,CIV,2004,200371,262645,519348,,26141000,338432
Cote d'Ivoire,CIV,2005,204068,273422,543888,,25124000,352606
Cote d'Ivoire,CIV,2006,207841,287581,559012,,24795000,362164
Cote d'Ivoire,CIV,2007,202310,267109,432072,,25110000,284131
Cote d'Ivoire,CIV,2008,211693,283781,570000,,28554000,370000
Cote d'Ivoire,CIV,2009,216582,310385,570000,,29308000,370000
Cote d'Ivoire,CIV,2010,208354,316377,575000,,36362000,400000
Cote d'Ivoire,CIV,2011,219603,270256,580000,,34997000,415000
Cote d'Ivoire,CIV,2012,220464,287507,600000,,42686000,418000
Cote d'Ivoire,CIV,2013,222710,294465,610000,,47859000,420000
Cote d'Ivoire,CIV,2014,214256,300019,599621,,53459000,404683
Croatia,HRV,1992,878000,157000,205636,1000000,30000000,15000
Croatia,HRV,1993,805000,146000,178172,1000000,27000000,13600
Croatia,HRV,1994,827000,123000,166018,1200000,28000000,14000
Croatia,HRV,1995,783000,118000,155700,1200000,27800000,13900
Croatia,HRV,1996,794000,105000,156000,1200000,27000000,13700
Croatia,HRV,1997,790000,130000,156000,1200000,26700000,15500
Croatia,HRV,1998,835000,124000,134000,850000,26200000,13000
Croatia,HRV,1999,880000,127000,192000,900000,25600000,12500
Croatia,HRV,2000,880000,147537,180112,900000,26000000,12500
Croatia,HRV,2001,889000,130661,171191,900000,27000000,12500
Croatia,HRV,2002,827000,148630,208110,960000,36400000,12500
Croatia,HRV,2003,807000,142800,185000,1020000,43600000,11000
Croatia,HRV,2004,1050000,157000,181000,1550000,42000000,12000
Croatia,HRV,2005,1470000,158800,230000,1150000,32600000,12000
Croatia,HRV,2006,1470000,172000,200000,1100000,31000000,12500
Croatia,HRV,2007,1680000,158650,200000,1150000,32900000,12000
Croatia,HRV,2008,1590000,177000,200000,1100000,32700000,12000
Croatia,HRV,2009,1720000,220000,191700,1000000,30500000,12000
Croatia,HRV,2010,1592000,280000,183300,780000,23500000,11000
Croatia,HRV,2011,1580300,262800,154200,760000,29500000,16700
Croatia,HRV,2012,1684000,220400,441500,1274000,28600000,17000
Croatia,HRV,2013,1477000,206900,489400,947000,31078000,63300
Croatia,HRV,2014,1362800,194600,457800,949000,40191000,56200
Cuba,CUB,1961,550000,824000,70000,,20000000,24300
Cuba,CUB,1962,560000,869000,72000,,22000000,22500
Cuba,CUB,1963,600000,897000,71000,,25000000,20400
Cuba,CUB,1964,620000,961000,70000,,27000000,19500
Cuba,CUB,1965,650000,999000,71000,,30000000,21300
Cuba,CUB,1966,700000,1004000,72000,,34000000,24000
Cuba,CUB,1967,650000,1018000,74000,,35000000,24300
Cuba,CUB,1968,620000,1354100,78000,,36000000,24600
Cuba,CUB,1969,640000,1297800,81000,,38000000,24600
Cuba,CUB,1970,660000,1190100,84000,,40000000,25200
Cuba,CUB,1971,700000,1095100,87000,,42400000,24900
Cuba,CUB,1972,670000,1013200,90000,,42900000,24900
Cuba,CUB,1973,730000,891000,93000,,47300000,25800
Cuba,CUB,1974,670000,794200,96000,,45500000,26500
Cuba,CUB,1975,608000,741500,99000,,41300000,27000
Cuba,CUB,1976,680900,901300,100000,,45200000,27500
Cuba,CUB,1977,753000,1028700,102000,,48400000,28000
Cuba,CUB,1978,765260,962600,104000,,55700000,28500
Cuba,CUB,1979,808210,883200,105000,,57653000,29000
Cuba,CUB,1980,747000,897900,106000,,60000000,29500
Cuba,CUB,1981,852100,900800,107000,,72303000,30000
Cuba,CUB,1982,934820,899843,108000,,53128000,30500
Cuba,CUB,1983,970650,919148,110000,,62220000,31000
Cuba,CUB,1984,1047400,899394,120000,,70595000,31500
Cuba,CUB,1985,1194000,916371,125000,,73125000,32000
Cuba,CUB,1986,1250600,922428,128000,,74769000,32500
Cuba,CUB,1987,1332700,899404,130000,,74731000,33000
Cuba,CUB,1988,1306420,896422,130000,,77461000,33000
Cuba,CUB,1989,1393360,885721,442000,,78413000,55000
Cuba,CUB,1990,1600000,900000,460000,,73000000,55000
Cuba,CUB,1991,2072700,720500,475000,,70000000,55000
Cuba,CUB,1992,2688967,682746,490000,,52845000,52000
Cuba,CUB,1993,3339082,532524,465000,,41120000,43500
Cuba,CUB,1994,3102316,452160,460000,,45878000,42000
Cuba,CUB,1995,2326071,465782,275000,,49456000,45000
Cuba,CUB,1996,2516300,476159,250000,,48259000,46000
Cuba,CUB,1997,1291306,467219,295000,,48592000,55000
Cuba,CUB,1998,1554422,490467,305000,,45396000,62000
Cuba,CUB,1999,1858025,525517,330000,,49500000,83000
Cuba,CUB,2000,1785312,511986,441000,,44442000,118000
Cuba,CUB,2001,1436210,506436,443000,,45648000,132000
